         413        1.65        1.65 9.78262e-09
         414        1.65        1.65  9.7708e-09
         415        1.65        1.65 9.75902e-09
         416        1.65        1.65 9.80189e-09
         417        1.65        1.65 9.89831e-09
         418        1.65        1.65 9.94005e-09
         419        1.65        1.65 9.92818e-09
         420        1.65        1.65 9.96952e-09
         421        1.65        1.65 9.95768e-09
         422        1.65        1.65 9.99863e-09
         423        1.65        1.65 9.98681e-09
         424        1.65        1.65 9.97502e-09
         425        1.65        1.65 1.00156e-08
         426        1.65        1.65 1.01075e-08
         427        1.65        1.65  1.0147e-08
         428        1.65        1.65 1.01352e-08
         429        1.65        1.65 1.01743e-08
         430        1.65        1.65 1.01625e-08
         431        1.65        1.65 1.01507e-08
         432        1.65        1.65 1.01895e-08
         433        1.65        1.65 1.01778e-08
         434        1.65        1.65 1.02162e-08
         435        1.65        1.65 1.02045e-08
         436        1.65        1.65 1.02922e-08
         437        1.65        1.65 1.02804e-08
         438        1.65        1.65 1.02687e-08
         439        1.65        1.65 1.03062e-08
         440        1.65        1.65 1.02945e-08
         441        1.65        1.65 1.03316e-08
         442        1.65        1.65 1.03199e-08
         443        1.65        1.65 1.03083e-08
         444        1.65        1.65 1.03451e-08
         445        1.65        1.65 1.03335e-08
         446        1.65        1.65 1.04656e-08
         447        1.65        1.65 1.04539e-08
         448        1.65        1.65 1.04422e-08
         449        1.65        1.65 1.04779e-08
         450        1.65        1.65 1.04662e-08
         451        1.65        1.65 1.04546e-08
         452        1.65        1.65   1.049e-08
         453        1.65        1.65 1.04784e-08
         454        1.65        1.65 1.05135e-08
         455        1.65        1.65 1.05019e-08
         456        1.65        1.65 1.04904e-08
         457        1.65        1.65 1.06171e-08
         458        1.65        1.65 1.06055e-08
         459        1.65        1.65 1.05939e-08
         460        1.65        1.65 1.06279e-08
         461        1.65        1.65 1.06164e-08
         462        1.65        1.65 1.06501e-08
         463        1.65        1.65 1.06386e-08
         464        1.65        1.65 1.06272e-08
         465        1.65        1.65 1.06606e-08
         466        1.65        1.65 1.06492e-08
         467        1.65        1.65 1.06378e-08
         468        1.65        1.65 1.07153e-08
         469        1.65        1.65 1.07039e-08
         470        1.65        1.65 1.06925e-08
         471        1.65        1.65 1.07252e-08
         472        1.65        1.65 1.07138e-08
         473        1.65        1.65 1.07025e-08
         474        1.65        1.65 1.07349e-08
         475        1.65        1.65 1.07236e-08
         476        1.65        1.65 1.07558e-08
         477        1.65        1.65 1.07445e-08
         478        1.65        1.65 1.07333e-08
         479        1.65        1.65 1.07652e-08
         480        1.65        1.65 1.08397e-08
         481        1.65        1.65 1.08284e-08
         482        1.65        1.65 1.08597e-08
         483        1.65        1.65 1.08484e-08
         484        1.65        1.65 1.08372e-08
         485        1.65        1.65 1.08682e-08
         486        1.65        1.65  1.0857e-08
         487        1.65        1.65 1.08459e-08
         488        1.65        1.65 1.08767e-08
         489        1.65        1.65 1.08656e-08
         490        1.65        1.65 1.08545e-08
         491        1.65        1.65 1.08434e-08
         492        1.65        1.65  1.0874e-08
         493        1.65        1.65 1.09455e-08
         494        1.65        1.65 1.09345e-08
         495        1.65        1.65 1.09644e-08
         496        1.65        1.65 1.09533e-08
         497        1.65        1.65 1.09423e-08
         498        1.65        1.65  1.0972e-08
         499        1.65        1.65  1.0961e-08
         500        1.65        1.65 1.09501e-08
